# SynthV/synth3 synthetic spectrum, Teff = 5215 K, log g = 3.55, normalized; decimated by 2 to 0.013 A/px (0.6 km/s at 6000 A, still oversampling the 1 km/s TODCOR grid)
# cut from 5215K_logg355.prf over 5650-6850 A, every 2th point
# wavelength [Angstrom, air]  normalized flux
5764.8465  0.994308
5764.8580  0.995429
5764.8696  0.996512
5764.8811  0.997547
5764.8926  0.998345
5764.9042  0.999028
5764.9157  0.999425
5764.9272  0.999671
5764.9388  0.999778
5764.9503  0.999884
5764.9618  0.999966
5764.9733  0.999973
5764.9849  0.999979
5764.9964  0.999986
5765.0079  0.999942
5765.0195  0.999897
5765.0310  0.999852
5765.0425  0.999807
5765.0541  0.999762
5765.0656  0.999717
5765.0771  0.999533
5765.0886  0.999165
5765.1002  0.998797
5765.1117  0.998429
5765.1232  0.998061
5765.1348  0.997693
5765.1463  0.997325
5765.1578  0.997581
5765.1694  0.997917
5765.1809  0.998252
5765.1924  0.998677
5765.2039  0.999107
5765.2155  0.999537
5765.2270  0.999673
5765.2385  0.999810
5765.2501  0.999939
5765.2616  0.999943
5765.2731  0.999948
5765.2847  0.999945
5765.2962  0.999877
5765.3077  0.999809
5765.3193  0.999741
5765.3308  0.999673
5765.3423  0.999605
5765.3538  0.999456
5765.3654  0.999036
5765.3769  0.998617
5765.3884  0.998198
5765.4000  0.997779
5765.4115  0.997360
5765.4230  0.997236
5765.4346  0.997661
5765.4461  0.998085
5765.4576  0.998510
5765.4692  0.998821
5765.4807  0.999090
5765.4922  0.999359
5765.5037  0.999562
5765.5153  0.999238
5765.5268  0.998914
5765.5383  0.998591
5765.5499  0.998094
5765.5614  0.997422
5765.5729  0.996750
5765.5845  0.996077
5765.5960  0.995665
5765.6075  0.995289
5765.6191  0.995358
5765.6306  0.995509
5765.6421  0.996086
5765.6537  0.996888
5765.6652  0.997701
5765.6767  0.998503
5765.6882  0.999105
5765.6998  0.999438
5765.7113  0.999715
5765.7228  0.999662
5765.7344  0.999610
5765.7459  0.999150
5765.7574  0.998398
5765.7690  0.997632
5765.7805  0.995936
5765.7920  0.993835
5765.8036  0.991589
5765.8151  0.989480
5765.8266  0.988042
5765.8382  0.987711
5765.8497  0.988759
5765.8612  0.990559
5765.8728  0.992768
5765.8843  0.995008
5765.8958  0.996934
5765.9073  0.997938
5765.9189  0.998943
5765.9304  0.999491
5765.9419  0.999710
5765.9535  0.999875
5765.9650  0.999714
5765.9765  0.999552
5765.9881  0.999391
5765.9996  0.999229
5766.0111  0.998942
5766.0227  0.998299
5766.0342  0.997656
5766.0457  0.997012
5766.0573  0.996369
5766.0688  0.996159
5766.0803  0.996653
5766.0919  0.997223
5766.1034  0.997966
5766.1149  0.998638
5766.1265  0.999067
5766.1380  0.999423
5766.1495  0.999368
5766.1611  0.999273
5766.1726  0.998648
5766.1841  0.997321
5766.1956  0.994833
5766.2072  0.990838
5766.2187  0.985298
5766.2302  0.978453
5766.2418  0.970531
5766.2533  0.961082
5766.2648  0.949204
5766.2764  0.932261
5766.2879  0.911008
5766.2994  0.887937
5766.3110  0.868585
5766.3225  0.858727
5766.3340  0.862290
5766.3456  0.879481
5766.3571  0.904997
5766.3686  0.933571
5766.3802  0.958751
5766.3917  0.977659
5766.4032  0.988937
5766.4148  0.995175
5766.4263  0.997835
5766.4378  0.999010
5766.4494  0.999426
5766.4609  0.999507
5766.4724  0.999589
5766.4840  0.999058
5766.4955  0.998526
5766.5070  0.997649
5766.5186  0.996306
5766.5301  0.994676
5766.5416  0.993265
5766.5532  0.992373
5766.5647  0.992306
5766.5762  0.993080
5766.5878  0.994501
5766.5993  0.996066
5766.6108  0.997483
5766.6224  0.998546
5766.6339  0.999318
5766.6454  0.999539
5766.6570  0.999717
5766.6685  0.999896
5766.6800  0.999957
5766.6916  0.999966
5766.7031  0.999975
5766.7146  0.999981
5766.7262  0.999982
5766.7377  0.999983
5766.7492  0.999984
5766.7608  0.999984
5766.7723  0.999985
5766.7838  0.999986
5766.7954  0.999986
5766.8069  0.999986
5766.8184  0.999986
5766.8300  0.999985
5766.8415  0.999985
5766.8530  0.999985
5766.8646  0.999985
5766.8761  0.999985
5766.8876  0.999985
5766.8992  0.999986
5766.9107  0.999986
5766.9222  0.999986
5766.9338  0.999986
5766.9453  0.999986
5766.9568  0.999986
5766.9684  0.999986
5766.9799  0.999986
5766.9914  0.999986
5767.0030  0.999985
5767.0145  0.999957
5767.0260  0.999905
5767.0376  0.999853
5767.0491  0.999801
5767.0606  0.999749
5767.0722  0.999696
5767.0837  0.999624
5767.0952  0.999202
5767.1068  0.998779
5767.1183  0.998357
5767.1298  0.997935
5767.1414  0.997512
5767.1529  0.997090
5767.1645  0.996917
5767.1760  0.996926
5767.1875  0.996797
5767.1991  0.996375
5767.2106  0.995906
5767.2221  0.994763
5767.2337  0.993404
5767.2452  0.992226
5767.2567  0.991565
5767.2683  0.991691
5767.2798  0.992411
5767.2913  0.993762
5767.3029  0.995142
5767.3144  0.996264
5767.3259  0.996982
5767.3375  0.996861
5767.3490  0.996310
5767.3605  0.995515
5767.3721  0.994657
5767.3836  0.994242
5767.3951  0.994338
5767.4067  0.994845
5767.4182  0.995811
5767.4297  0.996891
5767.4413  0.997874
5767.4528  0.998720
5767.4644  0.999271
5767.4759  0.999580
5767.4874  0.999713
5767.4990  0.999845
5767.5105  0.999964
5767.5220  0.999965
5767.5336  0.999967
5767.5451  0.999968
5767.5566  0.999974
5767.5682  0.999982
5767.5797  0.999982
5767.5912  0.999973
5767.6028  0.999969
5767.6143  0.999972
5767.6258  0.999974
5767.6374  0.999976
5767.6489  0.999978
5767.6604  0.999980
5767.6720  0.999982
5767.6835  0.999984
5767.6951  0.999985
5767.7066  0.999984
5767.7181  0.999983
5767.7297  0.999982
5767.7412  0.999981
5767.7527  0.999980
5767.7643  0.999978
5767.7758  0.999977
5767.7873  0.999976
5767.7989  0.999973
5767.8104  0.999970
5767.8219  0.999968
5767.8335  0.999948
5767.8450  0.999836
5767.8566  0.999723
5767.8681  0.999610
5767.8796  0.999438
5767.8912  0.998637
5767.9027  0.996971
5767.9142  0.993978
5767.9258  0.989379
5767.9373  0.983461
5767.9488  0.977271
5767.9604  0.972473
5767.9719  0.970589
5767.9834  0.972248
5767.9950  0.976760
5768.0065  0.982601
5768.0181  0.988098
5768.0296  0.992200
5768.0411  0.994690
5768.0527  0.995972
5768.0642  0.996604
5768.0757  0.997107
5768.0873  0.997610
5768.0988  0.998113
5768.1103  0.998616
5768.1219  0.999119
5768.1334  0.999430
5768.1450  0.999534
5768.1565  0.999638
5768.1680  0.999743
5768.1796  0.999847
5768.1911  0.999951
5768.2026  0.999914
5768.2142  0.999872
5768.2257  0.999734
5768.2372  0.999234
5768.2488  0.998734
5768.2603  0.997550
5768.2719  0.995525
5768.2834  0.993499
5768.2949  0.990891
5768.3065  0.988021
5768.3180  0.985150
5768.3295  0.983848
5768.3411  0.984006
5768.3526  0.985504
5768.3641  0.988046
5768.3757  0.991073
5768.3872  0.994010
5768.3988  0.996305
5768.4103  0.997614
5768.4218  0.998773
5768.4334  0.999369
5768.4449  0.999601
5768.4564  0.999550
5768.4680  0.998965
5768.4795  0.998380
5768.4911  0.997794
5768.5026  0.997209
5768.5141  0.996118
5768.5257  0.994918
5768.5372  0.993718
5768.5487  0.992519
5768.5603  0.991899
5768.5718  0.992625
5768.5833  0.993751
5768.5949  0.995290
5768.6064  0.996685
5768.6180  0.998013
5768.6295  0.998786
5768.6410  0.999444
5768.6526  0.999591
5768.6641  0.999737
5768.6756  0.999883
5768.6872  0.999967
5768.6987  0.999970
5768.7103  0.999974
5768.7218  0.999977
5768.7333  0.999975
5768.7449  0.999972
5768.7564  0.999970
5768.7679  0.999935
5768.7795  0.999770
5768.7910  0.999605
5768.8026  0.999440
5768.8141  0.998775
5768.8256  0.996996
5768.8372  0.993550
5768.8487  0.987971
5768.8602  0.980570
5768.8718  0.973143
5768.8833  0.968140
5768.8949  0.967187
5768.9064  0.970897
5768.9179  0.977904
5768.9295  0.985156
5768.9410  0.990920
5768.9526  0.994529
5768.9641  0.995399
5768.9756  0.993615
5768.9872  0.990330
5768.9987  0.984266
5769.0102  0.975507
5769.0218  0.963830
5769.0333  0.950544
5769.0449  0.939163
5769.0564  0.933579
5769.0679  0.936237
5769.0795  0.946808
5769.0910  0.961554
5769.1025  0.976014
5769.1141  0.986970
5769.1256  0.993378
5769.1372  0.996414
5769.1487  0.997227
5769.1602  0.997415
5769.1718  0.997384
5769.1833  0.997692
5769.1949  0.998063
5769.2064  0.998495
5769.2179  0.998328
5769.2295  0.997562
5769.2410  0.994916
5769.2525  0.990207
5769.2641  0.981199
5769.2756  0.967356
5769.2872  0.949934
5769.2987  0.932408
5769.3102  0.918594
5769.3218  0.912939
5769.3333  0.917236
5769.3449  0.929816
5769.3564  0.946196
5769.3679  0.962327
5769.3795  0.975122
5769.3910  0.983712
5769.4025  0.988613
5769.4141  0.991381
5769.4256  0.993288
5769.4372  0.995155
5769.4487  0.995969
5769.4602  0.996782
5769.4718  0.996805
5769.4833  0.996477
5769.4949  0.996097
5769.5064  0.995621
5769.5179  0.995147
5769.5295  0.995298
5769.5410  0.995448
5769.5526  0.995467
5769.5641  0.995475
5769.5756  0.994787
5769.5872  0.993945
5769.5987  0.991487
5769.6102  0.988542
5769.6218  0.983469
5769.6333  0.976516
5769.6449  0.968830
5769.6564  0.961589
5769.6679  0.957488
5769.6795  0.957677
5769.6910  0.962753
5769.7026  0.971001
5769.7141  0.979819
5769.7256  0.987587
5769.7372  0.993250
5769.7487  0.996718
5769.7603  0.998521
5769.7718  0.999251
5769.7833  0.999281
5769.7949  0.998634
5769.8064  0.997025
5769.8180  0.994044
5769.8295  0.989586
5769.8410  0.984357
5769.8526  0.979915
5769.8641  0.977808
5769.8757  0.978845
5769.8872  0.982712
5769.8987  0.987884
5769.9103  0.992640
5769.9218  0.996101
5769.9334  0.998110
5769.9449  0.998918
5769.9564  0.998705
5769.9680  0.998155
5769.9795  0.996549
5769.9911  0.994706
5770.0026  0.992357
5770.0141  0.990034
5770.0257  0.988560
5770.0372  0.988228
5770.0488  0.988564
5770.0603  0.988557
5770.0718  0.986134
5770.0834  0.977819
5770.0949  0.959955
5770.1065  0.931487
5770.1180  0.895506
5770.1295  0.858327
5770.1411  0.829477
5770.1526  0.816240
5770.1642  0.821805
5770.1757  0.845370
5770.1872  0.879855
5770.1988  0.917130
5770.2103  0.949072
5770.2219  0.971428
5770.2334  0.984412
5770.2449  0.990844
5770.2565  0.993616
5770.2680  0.995317
5770.2796  0.996478
5770.2911  0.997450
5770.3026  0.998217
5770.3142  0.998822
5770.3257  0.999243
5770.3373  0.999339
5770.3488  0.999287
5770.3603  0.998688
5770.3719  0.997271
5770.3834  0.994716
5770.3950  0.990774
5770.4065  0.985592
5770.4181  0.979744
5770.4296  0.974083
5770.4411  0.969201
5770.4527  0.965417
5770.4642  0.962397
5770.4758  0.960264
5770.4873  0.959505
5770.4988  0.961165
5770.5104  0.964274
5770.5219  0.968821
5770.5335  0.974357
5770.5450  0.979479
5770.5565  0.983882
5770.5681  0.987384
5770.5796  0.989987
5770.5912  0.991931
5770.6027  0.993592
5770.6142  0.994468
5770.6258  0.995069
5770.6373  0.995010
5770.6489  0.994918
5770.6604  0.994757
5770.6720  0.994867
5770.6835  0.995479
5770.6950  0.996333
5770.7066  0.997328
5770.7181  0.998085
5770.7297  0.998694
5770.7412  0.998773
5770.7527  0.998479
5770.7643  0.997765
5770.7758  0.996490
5770.7874  0.995025
5770.7989  0.993430
5770.8105  0.992086
5770.8220  0.991298
5770.8335  0.991365
5770.8451  0.992187
5770.8566  0.993638
5770.8682  0.995187
5770.8797  0.996527
5770.8912  0.997535
5770.9028  0.997862
5770.9143  0.997815
5770.9259  0.997547
5770.9374  0.997167
5770.9490  0.996938
5770.9605  0.997038
5770.9720  0.997408
5770.9836  0.997782
5770.9951  0.998330
5771.0067  0.998879
5771.0182  0.999285
5771.0297  0.999550
5771.0413  0.999815
5771.0528  0.999871
5771.0644  0.999922
5771.0759  0.999879
5771.0875  0.999725
5771.0990  0.999572
5771.1105  0.999418
5771.1221  0.999265
5771.1336  0.998985
5771.1452  0.998534
5771.1567  0.998083
5771.1683  0.997632
5771.1798  0.997181
5771.1913  0.997059
5771.2029  0.997463
5771.2144  0.997866
5771.2260  0.998251
5771.2375  0.998564
5771.2491  0.998878
5771.2606  0.999160
5771.2721  0.998544
5771.2837  0.997928
5771.2952  0.997312
5771.3068  0.996556
5771.3183  0.995778
5771.3299  0.994999
5771.3414  0.995095
5771.3529  0.995689
5771.3645  0.996597
5771.3760  0.997364
5771.3876  0.997861
5771.3991  0.997857
5771.4106  0.997092
5771.4222  0.995947
5771.4337  0.994421
5771.4453  0.992944
5771.4568  0.991800
5771.4684  0.991048
5771.4799  0.991766
5771.4914  0.992766
5771.5030  0.994060
5771.5145  0.995112
5771.5261  0.995427
5771.5376  0.994747
5771.5492  0.991936
5771.5607  0.986747
5771.5723  0.979746
5771.5838  0.972023
5771.5953  0.965704
5771.6069  0.962495
5771.6184  0.963441
5771.6300  0.968646
5771.6415  0.975993
5771.6531  0.983505
5771.6646  0.989697
5771.6761  0.994442
5771.6877  0.997015
5771.6992  0.998359
5771.7108  0.999076
5771.7223  0.999361
5771.7339  0.999429
5771.7454  0.999394
5771.7569  0.999286
5771.7685  0.999179
5771.7800  0.999071
5771.7916  0.998963
5771.8031  0.998856
5771.8147  0.998406
5771.8262  0.997950
5771.8377  0.997493
5771.8493  0.997037
5771.8608  0.996580
5771.8724  0.996324
5771.8839  0.996381
5771.8955  0.996396
5771.9070  0.995820
5771.9186  0.995244
5771.9301  0.993482
5771.9416  0.990643
5771.9532  0.987130
5771.9647  0.983491
5771.9763  0.980337
5771.9878  0.978114
5771.9994  0.976494
5772.0109  0.974477
5772.0225  0.970678
5772.0340  0.963824
5772.0455  0.948797
5772.0571  0.920465
5772.0686  0.873286
5772.0802  0.806258
5772.0917  0.726481
5772.1033  0.647379
5772.1148  0.582016
5772.1263  0.535684
5772.1379  0.510894
5772.1494  0.506791
5772.1610  0.523633
5772.1725  0.561673
5772.1841  0.620756
5772.1956  0.697217
5772.2072  0.780821
5772.2187  0.857866
5772.2302  0.917021
5772.2418  0.955211
5772.2533  0.976436
5772.2649  0.987433
5772.2764  0.992492
5772.2880  0.994834
5772.2995  0.995733
5772.3111  0.995724
5772.3226  0.994771
5772.3341  0.992488
5772.3457  0.988543
5772.3572  0.981754
5772.3688  0.971931
5772.3803  0.960604
5772.3919  0.949894
5772.4034  0.943027
5772.4150  0.942113
5772.4265  0.947609
5772.4381  0.958079
5772.4496  0.969981
5772.4611  0.980938
5772.4727  0.989241
5772.4842  0.994544
5772.4958  0.997158
5772.5073  0.997883
5772.5189  0.998357
5772.5304  0.997873
5772.5420  0.997174
5772.5535  0.996149
5772.5650  0.994964
5772.5766  0.993666
5772.5881  0.991936
5772.5997  0.989815
5772.6112  0.986136
5772.6228  0.981495
5772.6343  0.975700
5772.6459  0.970105
5772.6574  0.966320
5772.6690  0.965456
5772.6805  0.969136
5772.6920  0.974641
5772.7036  0.981759
5772.7151  0.988083
5772.7267  0.993033
5772.7382  0.996482
5772.7498  0.998326
5772.7613  0.999139
5772.7729  0.999555
5772.7844  0.999727
5772.7960  0.999784
5772.8075  0.999822
5772.8190  0.999858
5772.8306  0.999895
5772.8421  0.999931
5772.8537  0.999968
5772.8652  0.999969
5772.8768  0.999948
5772.8883  0.999926
5772.8999  0.999905
5772.9114  0.999883
5772.9230  0.999872
5772.9345  0.999882
5772.9460  0.999893
5772.9576  0.999904
5772.9691  0.999914
5772.9807  0.999925
5772.9922  0.999936
5773.0038  0.999947
5773.0153  0.999957
5773.0269  0.999968
5773.0384  0.999979
5773.0500  0.999976
5773.0615  0.999967
5773.0731  0.999958
5773.0846  0.999949
5773.0961  0.999940
5773.1077  0.999931
5773.1192  0.999922
5773.1308  0.999913
5773.1423  0.999904
5773.1539  0.999895
5773.1654  0.999888
5773.1770  0.999910
5773.1885  0.999932
5773.2001  0.999954
5773.2116  0.999976
5773.2232  0.999968
5773.2347  0.999950
5773.2463  0.999932
5773.2578  0.999915
5773.2693  0.999771
5773.2809  0.999478
5773.2924  0.999185
5773.3040  0.998892
5773.3155  0.998494
5773.3271  0.997489
5773.3386  0.996484
5773.3502  0.995479
5773.3617  0.994474
5773.3733  0.992636
5773.3848  0.989699
5773.3964  0.985400
5773.4079  0.979760
5773.4195  0.973294
5773.4310  0.967548
5773.4425  0.964726
5773.4541  0.965678
5773.4656  0.970223
5773.4772  0.977297
5773.4887  0.984443
5773.5003  0.990655
5773.5118  0.995230
5773.5234  0.997564
5773.5349  0.998954
5773.5465  0.999630
5773.5580  0.999852
5773.5696  0.999930
5773.5811  0.999958
5773.5927  0.999962
5773.6042  0.999966
5773.6158  0.999970
5773.6273  0.999974
5773.6388  0.999977
5773.6504  0.999969
5773.6619  0.999960
5773.6735  0.999952
5773.6850  0.999943
5773.6966  0.999935
5773.7081  0.999936
5773.7197  0.999945
5773.7312  0.999954
5773.7428  0.999963
5773.7543  0.999973
5773.7659  0.999980
5773.7774  0.999952
5773.7890  0.999925
5773.8005  0.999897
5773.8121  0.999869
5773.8236  0.999842
5773.8352  0.999775
5773.8467  0.999680
5773.8582  0.999586
5773.8698  0.999088
5773.8813  0.998518
5773.8929  0.997836
5773.9044  0.996267
5773.9160  0.993789
5773.9275  0.990483
5773.9391  0.985366
5773.9506  0.977034
5773.9622  0.964650
5773.9737  0.945965
5773.9853  0.921849
5773.9968  0.894637
5774.0084  0.870387
5774.0199  0.854729
5774.0315  0.852684
5774.0430  0.864963
5774.0546  0.888744
5774.0661  0.917180
5774.0777  0.944420
5774.0892  0.966354
5774.1008  0.981051
5774.1123  0.989643
5774.1239  0.994516
5774.1354  0.996912
5774.1469  0.998247
5774.1585  0.998916
5774.1700  0.999162
5774.1816  0.998831
5774.1931  0.998352
5774.2047  0.996971
5774.2162  0.995486
5774.2278  0.993554
5774.2393  0.991932
5774.2509  0.990890
5774.2624  0.990757
5774.2740  0.991696
5774.2855  0.993053
5774.2971  0.994325
5774.3086  0.994894
5774.3202  0.994364
5774.3317  0.993060
5774.3433  0.991492
5774.3548  0.990201
5774.3664  0.989623
5774.3779  0.990341
5774.3895  0.991724
5774.4010  0.993287
5774.4126  0.994489
5774.4241  0.994868
5774.4357  0.994203
5774.4472  0.992556
5774.4588  0.990686
5774.4703  0.989028
5774.4819  0.988020
5774.4934  0.987541
5774.5050  0.987008
5774.5165  0.986391
5774.5281  0.985118
5774.5396  0.983213
5774.5512  0.981433
5774.5627  0.980390
5774.5743  0.980324
5774.5858  0.981447
5774.5973  0.982955
5774.6089  0.983955
5774.6204  0.983773
5774.6320  0.982395
5774.6435  0.980555
5774.6551  0.979377
5774.6666  0.979963
5774.6782  0.981974
5774.6897  0.985832
5774.7013  0.989802
5774.7128  0.993461
5774.7244  0.996307
5774.7359  0.997866
5774.7475  0.998827
5774.7590  0.999317
5774.7706  0.999477
5774.7821  0.999512
5774.7937  0.999483
5774.8052  0.999410
5774.8168  0.999337
5774.8283  0.998983
5774.8399  0.998517
5774.8514  0.998052
5774.8630  0.996458
5774.8745  0.994838
5774.8861  0.993188
5774.8976  0.991442
5774.9092  0.989696
5774.9207  0.988695
5774.9323  0.988823
5774.9438  0.989486
5774.9554  0.989801
5774.9669  0.987472
5774.9785  0.978579
5774.9900  0.953110
5775.0016  0.897301
5775.0131  0.800634
5775.0247  0.672484
5775.0362  0.544438
5775.0478  0.445605
5775.0593  0.383562
5775.0709  0.352386
5775.0824  0.345563
5775.0940  0.361358
5775.1055  0.403861
5775.1171  0.480132
5775.1286  0.592500
5775.1402  0.724871
5775.1517  0.844106
5775.1633  0.925039
5775.1748  0.967998
5775.1864  0.986716
5775.1979  0.993626
5775.2095  0.996561
5775.2210  0.997532
5775.2326  0.998129
5775.2441  0.998356
5775.2557  0.998490
5775.2672  0.998260
5775.2788  0.997982
5775.2903  0.997705
5775.3019  0.997395
5775.3134  0.997021
5775.3250  0.996647
5775.3365  0.996274
5775.3481  0.996504
5775.3596  0.996906
5775.3712  0.997373
5775.3827  0.997988
5775.3943  0.998603
5775.4058  0.998972
5775.4174  0.999290
5775.4290  0.999523
5775.4405  0.999602
5775.4521  0.999680
5775.4636  0.999556
5775.4752  0.999404
5775.4867  0.999252
5775.4983  0.999099
5775.5098  0.998947
5775.5214  0.998535
5775.5329  0.998101
5775.5445  0.997668
5775.5560  0.997234
5775.5676  0.996800
5775.5791  0.997051
5775.5907  0.997382
5775.6022  0.997942
5775.6138  0.998474
5775.6253  0.998968
5775.6369  0.999283
5775.6484  0.999511
5775.6600  0.999356
5775.6715  0.999161
5775.6831  0.998967
5775.6946  0.998667
5775.7062  0.998192
5775.7177  0.997717
5775.7293  0.997242
5775.7408  0.996900
5775.7524  0.996583
5775.7639  0.996266
5775.7755  0.995736
5775.7870  0.995052
5775.7986  0.994368
5775.8101  0.994157
5775.8217  0.994975
5775.8332  0.996045
5775.8448  0.997392
5775.8563  0.998388
5775.8679  0.999177
5775.8795  0.999424
5775.8910  0.999526
5775.9026  0.999139
5775.9141  0.998671
5775.9257  0.997762
5775.9372  0.996807
5775.9488  0.995724
5775.9603  0.994879
5775.9719  0.994357
5775.9834  0.994373
5775.9950  0.994912
5776.0065  0.995873
5776.0181  0.996971
5776.0296  0.997960
5776.0412  0.998742
5776.0527  0.999156
5776.0643  0.999569
5776.0758  0.999783
5776.0874  0.999836
5776.0989  0.999888
5776.1105  0.999776
5776.1220  0.999395
5776.1336  0.998635
5776.1451  0.996658
5776.1567  0.992526
5776.1683  0.985379
5776.1798  0.974735
5776.1914  0.961668
5776.2029  0.948900
5776.2145  0.939802
5776.2260  0.937340
5776.2376  0.942189
5776.2491  0.953110
5776.2607  0.966381
5776.2722  0.978863
5776.2838  0.988247
5776.2953  0.994355
5776.3069  0.997529
5776.3184  0.998911
5776.3300  0.999581
5776.3415  0.999704
5776.3531  0.999471
5776.3646  0.999237
5776.3762  0.999003
5776.3878  0.998770
5776.3993  0.998191
5776.4109  0.997243
5776.4224  0.996295
5776.4340  0.995348
5776.4455  0.994400
5776.4571  0.994475
5776.4686  0.995271
5776.4802  0.996074
5776.4917  0.997158
5776.5033  0.998243
5776.5148  0.999008
5776.5264  0.999390
5776.5379  0.999773
5776.5495  0.999841
5776.5610  0.999869
5776.5726  0.999835
5776.5842  0.999651
5776.5957  0.999030
5776.6073  0.997500
5776.6188  0.994551
5776.6304  0.989730
5776.6419  0.982300
5776.6535  0.972743
5776.6650  0.963119
5776.6766  0.956104
5776.6881  0.953486
5776.6997  0.956838
5776.7112  0.964306
5776.7228  0.974086
5776.7343  0.983438
5776.7459  0.990674
5776.7575  0.995027
5776.7690  0.997986
5776.7806  0.999056
5776.7921  0.999636
5776.8037  0.999873
5776.8152  0.999930
5776.8268  0.999822
5776.8383  0.999676
5776.8499  0.999530
5776.8614  0.999384
5776.8730  0.999239
5776.8845  0.998999
5776.8961  0.998369
5776.9077  0.997738
5776.9192  0.997107
5776.9308  0.996477
5776.9423  0.995846
5776.9539  0.995843
5776.9654  0.996315
5776.9770  0.996861
5776.9885  0.997657
5777.0001  0.998453
5777.0116  0.998884
5777.0232  0.999268
5777.0347  0.999621
5777.0463  0.999423
5777.0579  0.999225
5777.0694  0.998899
5777.0810  0.998126
5777.0925  0.997353
5777.1041  0.996659
5777.1156  0.996088
5777.1272  0.995517
5777.1387  0.995491
5777.1503  0.995899
5777.1618  0.996673
5777.1734  0.997537
5777.1849  0.998311
5777.1965  0.998989
5777.2081  0.999413
5777.2196  0.999669
5777.2312  0.999767
5777.2427  0.999865
5777.2543  0.999964
5777.2658  0.999960
5777.2774  0.999956
5777.2889  0.999952
5777.3005  0.999953
5777.3120  0.999959
5777.3236  0.999965
5777.3352  0.999972
5777.3467  0.999978
5777.3583  0.999967
5777.3698  0.999954
5777.3814  0.999940
5777.3929  0.999927
5777.4045  0.999875
5777.4160  0.999697
5777.4276  0.999520
5777.4392  0.998837
5777.4507  0.998114
5777.4623  0.996876
5777.4738  0.995318
5777.4854  0.993785
5777.4969  0.992312
5777.5085  0.990839
5777.5200  0.990554
5777.5316  0.991093
5777.5431  0.992136
5777.5547  0.993243
5777.5663  0.993864
5777.5778  0.993242
5777.5894  0.991965
5777.6009  0.990218
5777.6125  0.988099
5777.6240  0.986758
5777.6356  0.986331
5777.6471  0.987210
5777.6587  0.988704
5777.6703  0.990084
5777.6818  0.990422
5777.6934  0.988964
5777.7049  0.985562
5777.7165  0.980680
5777.7280  0.975543
5777.7396  0.971903
5777.7511  0.970980
5777.7627  0.973115
5777.7743  0.977332
5777.7858  0.982131
5777.7974  0.985891
5777.8089  0.987689
5777.8205  0.987445
5777.8320  0.986028
5777.8436  0.984362
5777.8551  0.983289
5777.8667  0.983125
5777.8783  0.984086
5777.8898  0.985569
5777.9014  0.987211
5777.9129  0.989199
5777.9245  0.991189
5777.9360  0.993260
5777.9476  0.995165
5777.9591  0.996798
5777.9707  0.997988
5777.9823  0.998459
5777.9938  0.998441
5778.0054  0.998093
5778.0169  0.997746
5778.0285  0.997360
5778.0400  0.996968
5778.0516  0.996671
5778.0631  0.997070
5778.0747  0.997469
5778.0863  0.997925
5778.0978  0.998473
5778.1094  0.999022
5778.1209  0.999352
5778.1325  0.999563
5778.1440  0.999774
5778.1556  0.999815
5778.1672  0.999838
5778.1787  0.999826
5778.1903  0.999644
5778.2018  0.999461
5778.2134  0.999279
5778.2249  0.999097
5778.2365  0.998914
5778.2481  0.998388
5778.2596  0.997711
5778.2712  0.997034
5778.2827  0.996356
5778.2943  0.995679
5778.3058  0.995185
5778.3174  0.995345
5778.3289  0.995251
5778.3405  0.994989
5778.3521  0.991532
5778.3636  0.982332
5778.3752  0.959108
5778.3867  0.914787
5778.3983  0.843785
5778.4098  0.754432
5778.4214  0.664190
5778.4330  0.592702
5778.4445  0.551240
5778.4561  0.543506
5778.4676  0.569741
5778.4792  0.628103
5778.4907  0.711134
5778.5023  0.802643
5778.5139  0.882957
5778.5254  0.939714
5778.5370  0.972372
5778.5485  0.988496
5778.5601  0.995299
5778.5716  0.997739
5778.5832  0.998929
5778.5948  0.999292
5778.6063  0.999186
5778.6179  0.999081
5778.6294  0.998976
5778.6410  0.998871
5778.6525  0.998520
5778.6641  0.997932
5778.6757  0.997345
5778.6872  0.996757
5778.6988  0.996169
5778.7103  0.996280
5778.7219  0.996540
5778.7334  0.996480
5778.7450  0.996118
5778.7566  0.995478
5778.7681  0.993739
5778.7797  0.991334
5778.7912  0.989156
5778.8028  0.987860
5778.8143  0.988066
5778.8259  0.989405
5778.8375  0.991554
5778.8490  0.994143
5778.8606  0.996161
5778.8721  0.998042
5778.8837  0.998818
5778.8953  0.999476
5778.9068  0.999580
5778.9184  0.999683
5778.9299  0.999787
5778.9415  0.999890
5778.9530  0.999922
5778.9646  0.999915
5778.9762  0.999909
5778.9877  0.999903
5778.9993  0.999871
5779.0108  0.999728
5779.0224  0.999584
5779.0339  0.998961
5779.0455  0.998309
5779.0571  0.997134
5779.0686  0.995741
5779.0802  0.994484
5779.0917  0.993380
5779.1033  0.992528
5779.1149  0.992797
5779.1264  0.993815
5779.1380  0.995215
5779.1495  0.996616
5779.1611  0.997823
5779.1726  0.998679
5779.1842  0.999174
5779.1958  0.999668
5779.2073  0.999790
5779.2189  0.999896
5779.2304  0.999946
5779.2420  0.999953
5779.2536  0.999960
5779.2651  0.999968
5779.2767  0.999975
5779.2882  0.999974
5779.2998  0.999970
5779.3113  0.999967
5779.3229  0.999963
5779.3345  0.999960
5779.3460  0.999963
5779.3576  0.999967
5779.3691  0.999971
