# SynthV/synth3 synthetic spectrum, Teff = 5215 K, log g = 3.55, normalized; decimated by 2 to 0.013 A/px (0.6 km/s at 6000 A, still oversampling the 1 km/s TODCOR grid)
# cut from 5215K_logg355.prf over 5650-6850 A, every 2th point
# wavelength [Angstrom, air]  normalized flux
6198.3217  0.999522
6198.3341  0.999203
6198.3465  0.998263
6198.3589  0.997324
6198.3713  0.995445
6198.3837  0.993501
6198.3961  0.991912
6198.4085  0.990448
6198.4209  0.989812
6198.4333  0.990683
6198.4457  0.992348
6198.4581  0.994322
6198.4705  0.996068
6198.4829  0.997424
6198.4953  0.997770
6198.5077  0.997318
6198.5201  0.996166
6198.5325  0.994199
6198.5449  0.991348
6198.5573  0.987961
6198.5697  0.984081
6198.5821  0.979667
6198.5945  0.975514
6198.6069  0.971892
6198.6193  0.969638
6198.6317  0.970148
6198.6441  0.974033
6198.6565  0.979143
6198.6689  0.985101
6198.6813  0.990478
6198.6937  0.994405
6198.7061  0.997191
6198.7184  0.998712
6198.7308  0.999340
6198.7432  0.999682
6198.7556  0.999823
6198.7680  0.999839
6198.7804  0.999849
6198.7928  0.999856
6198.8052  0.999863
6198.8176  0.999870
6198.8300  0.999877
6198.8424  0.999883
6198.8548  0.999878
6198.8672  0.999872
6198.8796  0.999866
6198.8920  0.999860
6198.9044  0.999854
6198.9168  0.999851
6198.9292  0.999850
6198.9416  0.999850
6198.9540  0.999849
6198.9664  0.999848
6198.9788  0.999848
6198.9912  0.999811
6199.0036  0.999764
6199.0160  0.999717
6199.0284  0.999670
6199.0408  0.999622
6199.0532  0.999553
6199.0656  0.999004
6199.0780  0.997340
6199.0904  0.992789
6199.1028  0.981539
6199.1152  0.958110
6199.1276  0.917190
6199.1400  0.858221
6199.1524  0.789094
6199.1648  0.724177
6199.1772  0.678109
6199.1896  0.659494
6199.2020  0.671440
6199.2144  0.712003
6199.2268  0.773876
6199.2392  0.843244
6199.2516  0.905339
6199.2640  0.949828
6199.2764  0.975611
6199.2888  0.987238
6199.3012  0.991670
6199.3136  0.992029
6199.3260  0.991374
6199.3384  0.990712
6199.3508  0.990931
6199.3632  0.991641
6199.3755  0.992701
6199.3879  0.993639
6199.4003  0.993787
6199.4127  0.992367
6199.4251  0.988634
6199.4375  0.982153
6199.4499  0.971665
6199.4623  0.957418
6199.4747  0.941839
6199.4871  0.928574
6199.4995  0.920705
6199.5119  0.921853
6199.5243  0.931525
6199.5367  0.946858
6199.5491  0.963523
6199.5615  0.977841
6199.5739  0.987996
6199.5863  0.994158
6199.5987  0.997380
6199.6111  0.998843
6199.6235  0.999423
6199.6359  0.999624
6199.6483  0.999668
6199.6607  0.999700
6199.6731  0.999703
6199.6855  0.999699
6199.6979  0.999687
6199.7103  0.999675
6199.7227  0.999663
6199.7351  0.999486
6199.7475  0.999298
6199.7599  0.999110
6199.7723  0.998671
6199.7847  0.997895
6199.7971  0.996705
6199.8095  0.995312
6199.8219  0.993775
6199.8343  0.992358
6199.8467  0.991633
6199.8591  0.991463
6199.8715  0.992107
6199.8839  0.993402
6199.8963  0.994869
6199.9087  0.996313
6199.9211  0.997460
6199.9335  0.998361
6199.9459  0.998640
6199.9583  0.998873
6199.9707  0.999106
6199.9831  0.999146
6199.9955  0.999100
6200.0079  0.999054
6200.0203  0.998981
6200.0327  0.998875
6200.0451  0.998769
6200.0575  0.998627
6200.0699  0.998357
6200.0823  0.998087
6200.0947  0.997816
6200.1071  0.997059
6200.1195  0.996293
6200.1319  0.995527
6200.1443  0.993907
6200.1567  0.991998
6200.1691  0.990088
6200.1815  0.985969
6200.1939  0.971630
6200.2063  0.932119
6200.2187  0.841278
6200.2311  0.683171
6200.2435  0.496052
6200.2559  0.350735
6200.2683  0.270201
6200.2807  0.230706
6200.2931  0.210855
6200.3055  0.202205
6200.3179  0.201942
6200.3303  0.210064
6200.3427  0.229040
6200.3551  0.267036
6200.3675  0.344432
6200.3799  0.486307
6200.3923  0.673685
6200.4047  0.835803
6200.4171  0.931254
6200.4295  0.973287
6200.4419  0.988711
6200.4543  0.993767
6200.4667  0.995813
6200.4791  0.996656
6200.4915  0.997113
6200.5039  0.997378
6200.5163  0.997425
6200.5287  0.996711
6200.5411  0.995994
6200.5535  0.995064
6200.5659  0.993711
6200.5783  0.992358
6200.5907  0.991506
6200.6031  0.991162
6200.6155  0.991303
6200.6279  0.991911
6200.6404  0.992519
6200.6528  0.993017
6200.6652  0.993422
6200.6776  0.993826
6200.6900  0.994023
6200.7024  0.994133
6200.7148  0.994242
6200.7272  0.994172
6200.7396  0.994053
6200.7520  0.993947
6200.7644  0.993910
6200.7768  0.993873
6200.7892  0.993838
6200.8016  0.993808
6200.8140  0.993778
6200.8264  0.993854
6200.8388  0.994491
6200.8512  0.995127
6200.8636  0.995704
6200.8760  0.996264
6200.8884  0.996428
6200.9008  0.996039
6200.9132  0.995629
6200.9256  0.994810
6200.9380  0.993990
6200.9504  0.993479
6200.9628  0.993116
6200.9752  0.992992
6200.9876  0.993310
6201.0000  0.993642
6201.0124  0.994532
6201.0248  0.995494
6201.0372  0.996517
6201.0496  0.997247
6201.0620  0.997571
6201.0744  0.997496
6201.0868  0.996284
6201.0992  0.994426
6201.1116  0.991959
6201.1240  0.988826
6201.1364  0.985991
6201.1488  0.983457
6201.1612  0.982541
6201.1736  0.983109
6201.1860  0.984983
6201.1984  0.987830
6201.2108  0.990909
6201.2232  0.993756
6201.2356  0.996047
6201.2480  0.997573
6201.2604  0.998301
6201.2728  0.999029
6201.2853  0.998885
6201.2977  0.998601
6201.3101  0.998000
6201.3225  0.997040
6201.3349  0.996077
6201.3473  0.995086
6201.3597  0.994094
6201.3721  0.993598
6201.3845  0.993459
6201.3969  0.993905
6201.4093  0.994722
6201.4217  0.995734
6201.4341  0.996832
6201.4465  0.997786
6201.4589  0.998616
6201.4713  0.999141
6201.4837  0.999450
6201.4961  0.999617
6201.5085  0.999784
6201.5209  0.999864
6201.5333  0.999879
6201.5457  0.999893
6201.5581  0.999889
6201.5705  0.999870
6201.5829  0.999851
6201.5953  0.999727
6201.6077  0.999498
6201.6201  0.999268
6201.6325  0.998751
6201.6449  0.997894
6201.6573  0.997036
6201.6697  0.996100
6201.6821  0.995055
6201.6946  0.994011
6201.7070  0.993293
6201.7194  0.993103
6201.7318  0.993527
6201.7442  0.994153
6201.7566  0.994976
6201.7690  0.995394
6201.7814  0.995124
6201.7938  0.994249
6201.8062  0.992414
6201.8186  0.990518
6201.8310  0.989398
6201.8434  0.989780
6201.8558  0.991340
6201.8682  0.993640
6201.8806  0.996042
6201.8930  0.997854
6201.9054  0.998675
6201.9178  0.999379
6201.9302  0.999756
6201.9426  0.999843
6201.9550  0.999916
6201.9674  0.999919
6201.9798  0.999923
6201.9922  0.999926
6202.0046  0.999929
6202.0170  0.999931
6202.0295  0.999931
6202.0419  0.999931
6202.0543  0.999931
6202.0667  0.999931
6202.0791  0.999931
6202.0915  0.999931
6202.1039  0.999931
6202.1163  0.999931
6202.1287  0.999931
6202.1411  0.999922
6202.1535  0.999913
6202.1659  0.999904
6202.1783  0.999895
6202.1907  0.999839
6202.2031  0.999650
6202.2155  0.999462
6202.2279  0.998495
6202.2403  0.997442
6202.2527  0.995749
6202.2651  0.993326
6202.2775  0.990647
6202.2899  0.988290
6202.3023  0.987321
6202.3148  0.988173
6202.3272  0.989664
6202.3396  0.992341
6202.3520  0.994796
6202.3644  0.997024
6202.3768  0.998304
6202.3892  0.999266
6202.4016  0.999617
6202.4140  0.999824
6202.4264  0.999901
6202.4388  0.999923
6202.4512  0.999934
6202.4636  0.999935
6202.4760  0.999931
6202.4884  0.999923
6202.5008  0.999914
6202.5132  0.999850
6202.5256  0.999604
6202.5380  0.999358
6202.5504  0.999112
6202.5628  0.998275
6202.5753  0.997234
6202.5877  0.995763
6202.6001  0.994209
6202.6125  0.992599
6202.6249  0.991570
6202.6373  0.990860
6202.6497  0.990852
6202.6621  0.991226
6202.6745  0.991742
6202.6869  0.992318
6202.6993  0.992923
6202.7117  0.993602
6202.7241  0.994633
6202.7365  0.995663
6202.7489  0.996692
6202.7613  0.997515
6202.7737  0.998337
6202.7861  0.999160
6202.7986  0.999449
6202.8110  0.999649
6202.8234  0.999849
6202.8358  0.999918
6202.8482  0.999934
6202.8606  0.999949
6202.8730  0.999944
6202.8854  0.999924
6202.8978  0.999904
6202.9102  0.999783
6202.9226  0.999525
6202.9350  0.999266
6202.9474  0.998779
6202.9598  0.997698
6202.9722  0.996617
6202.9846  0.995519
6202.9970  0.994311
6203.0094  0.993103
6203.0219  0.991895
6203.0343  0.991995
6203.0467  0.992335
6203.0591  0.993344
6203.0715  0.994504
6203.0839  0.995804
6203.0963  0.997105
6203.1087  0.997910
6203.1211  0.998709
6203.1335  0.999263
6203.1459  0.999533
6203.1583  0.999804
6203.1707  0.999867
6203.1831  0.999918
6203.1955  0.999948
6203.2079  0.999951
6203.2204  0.999954
6203.2328  0.999956
6203.2452  0.999959
6203.2576  0.999961
6203.2700  0.999961
6203.2824  0.999961
6203.2948  0.999961
6203.3072  0.999961
6203.3196  0.999961
6203.3320  0.999961
6203.3444  0.999961
6203.3568  0.999961
6203.3692  0.999961
6203.3816  0.999959
6203.3940  0.999952
6203.4065  0.999946
6203.4189  0.999939
6203.4313  0.999933
6203.4437  0.999902
6203.4561  0.999782
6203.4685  0.999661
6203.4809  0.999217
6203.4933  0.998628
6203.5057  0.997937
6203.5181  0.996738
6203.5305  0.995295
6203.5429  0.993914
6203.5553  0.992810
6203.5677  0.992171
6203.5802  0.992446
6203.5926  0.993336
6203.6050  0.994609
6203.6174  0.995836
6203.6298  0.996843
6203.6422  0.997357
6203.6546  0.997206
6203.6670  0.996694
6203.6794  0.995958
6203.6918  0.995201
6203.7042  0.994816
6203.7166  0.994919
6203.7290  0.995358
6203.7414  0.996287
6203.7539  0.997223
6203.7663  0.998168
6203.7787  0.998836
6203.7911  0.999332
6203.8035  0.999536
6203.8159  0.999739
6203.8283  0.999909
6203.8407  0.999926
6203.8531  0.999943
6203.8655  0.999960
6203.8779  0.999960
6203.8903  0.999960
6203.9027  0.999961
6203.9152  0.999961
6203.9276  0.999961
6203.9400  0.999962
6203.9524  0.999962
6203.9648  0.999962
6203.9772  0.999962
6203.9896  0.999962
6204.0020  0.999962
6204.0144  0.999962
6204.0268  0.999962
6204.0392  0.999962
6204.0516  0.999962
6204.0641  0.999962
6204.0765  0.999962
6204.0889  0.999962
6204.1013  0.999962
6204.1137  0.999961
6204.1261  0.999961
6204.1385  0.999960
6204.1509  0.999959
6204.1633  0.999959
6204.1757  0.999958
6204.1881  0.999924
6204.2005  0.999891
6204.2130  0.999857
6204.2254  0.999507
6204.2378  0.999115
6204.2502  0.998723
6204.2626  0.997716
6204.2750  0.996395
6204.2874  0.994588
6204.2998  0.992804
6204.3122  0.991083
6204.3246  0.990159
6204.3370  0.990163
6204.3494  0.991116
6204.3619  0.992479
6204.3743  0.994320
6204.3867  0.995933
6204.3991  0.997239
6204.4115  0.998156
6204.4239  0.998478
6204.4363  0.998424
6204.4487  0.997713
6204.4611  0.996418
6204.4735  0.993940
6204.4859  0.990619
6204.4984  0.984114
6204.5108  0.973105
6204.5232  0.952347
6204.5356  0.917636
6204.5480  0.865737
6204.5604  0.802324
6204.5728  0.739120
6204.5852  0.689712
6204.5976  0.662614
6204.6100  0.661958
6204.6224  0.687391
6204.6349  0.735388
6204.6473  0.796891
6204.6597  0.857844
6204.6721  0.905529
6204.6845  0.931046
6204.6969  0.934134
6204.7093  0.921523
6204.7217  0.900271
6204.7341  0.878611
6204.7465  0.863497
6204.7589  0.859342
6204.7714  0.867773
6204.7838  0.886869
6204.7962  0.912572
6204.8086  0.939276
6204.8210  0.962276
6204.8334  0.978345
6204.8458  0.988726
6204.8582  0.994347
6204.8706  0.996951
6204.8830  0.997947
6204.8955  0.997952
6204.9079  0.997547
6204.9203  0.997137
6204.9327  0.996770
6204.9451  0.996420
6204.9575  0.996681
6204.9699  0.997089
6204.9823  0.997452
6204.9947  0.997710
6205.0071  0.997569
6205.0196  0.997020
6205.0320  0.996066
6205.0444  0.994729
6205.0568  0.993371
6205.0692  0.992293
6205.0816  0.991693
6205.0940  0.991866
6205.1064  0.992351
6205.1188  0.993311
6205.1312  0.994272
6205.1437  0.994955
6205.1561  0.994957
6205.1685  0.994038
6205.1809  0.992152
6205.1933  0.989570
6205.2057  0.986897
6205.2181  0.984892
6205.2305  0.984051
6205.2429  0.985388
6205.2553  0.987458
6205.2678  0.990443
6205.2802  0.993321
6205.2926  0.995821
6205.3050  0.997695
6205.3174  0.998719
6205.3298  0.999402
6205.3422  0.999741
6205.3546  0.999862
6205.3670  0.999922
6205.3795  0.999927
6205.3919  0.999939
6205.4043  0.999951
6205.4167  0.999963
6205.4291  0.999932
6205.4415  0.999899
6205.4539  0.999866
6205.4663  0.999777
6205.4787  0.999565
6205.4912  0.999215
6205.5036  0.998220
6205.5160  0.996479
6205.5284  0.994043
6205.5408  0.990340
6205.5532  0.986047
6205.5656  0.982261
6205.5780  0.979950
6205.5904  0.979897
6205.6029  0.981693
6205.6153  0.985607
6205.6277  0.989546
6205.6401  0.993111
6205.6525  0.995547
6205.6649  0.996510
6205.6773  0.996728
6205.6897  0.996337
6205.7021  0.995651
6205.7146  0.995096
6205.7270  0.994718
6205.7394  0.994640
6205.7518  0.994451
6205.7642  0.993952
6205.7766  0.993296
6205.7890  0.992139
6205.8014  0.990936
6205.8138  0.990100
6205.8263  0.990075
6205.8387  0.991076
6205.8511  0.992316
6205.8635  0.994184
6205.8759  0.995919
6205.8883  0.997359
6205.9007  0.998519
6205.9131  0.999156
6205.9256  0.999588
6205.9380  0.999692
6205.9504  0.999796
6205.9628  0.999900
6205.9752  0.999957
6205.9876  0.999959
6206.0000  0.999961
6206.0124  0.999963
6206.0248  0.999963
6206.0373  0.999963
6206.0497  0.999962
6206.0621  0.999961
6206.0745  0.999925
6206.0869  0.999866
6206.0993  0.999807
6206.1117  0.999749
6206.1241  0.999253
6206.1366  0.998550
6206.1490  0.997848
6206.1614  0.997145
6206.1738  0.995940
6206.1862  0.994568
6206.1986  0.993196
6206.2110  0.991825
6206.2234  0.991432
6206.2359  0.991901
6206.2483  0.992836
6206.2607  0.993852
6206.2731  0.994913
6206.2855  0.995426
6206.2979  0.995801
6206.3103  0.995476
6206.3227  0.995036
6206.3352  0.994256
6206.3476  0.993476
6206.3600  0.992529
6206.3724  0.991529
6206.3848  0.990669
6206.3972  0.990212
6206.4096  0.990196
6206.4220  0.990587
6206.4345  0.991331
6206.4469  0.992160
6206.4593  0.993166
6206.4717  0.994190
6206.4841  0.995318
6206.4965  0.996446
6206.5089  0.997396
6206.5213  0.998184
6206.5338  0.998971
6206.5462  0.999315
6206.5586  0.999605
6206.5710  0.999830
6206.5834  0.999872
6206.5958  0.999914
6206.6082  0.999867
6206.6207  0.999768
6206.6331  0.999669
6206.6455  0.999028
6206.6579  0.998386
6206.6703  0.997423
6206.6827  0.995875
6206.6951  0.993781
6206.7075  0.991620
6206.7200  0.989680
6206.7324  0.988199
6206.7448  0.987876
6206.7572  0.988754
6206.7696  0.989813
6206.7820  0.991123
6206.7944  0.992258
6206.8069  0.992854
6206.8193  0.993214
6206.8317  0.993268
6206.8441  0.993395
6206.8565  0.993564
6206.8689  0.993733
6206.8813  0.993807
6206.8938  0.993498
6206.9062  0.993189
6206.9186  0.992880
6206.9310  0.993047
6206.9434  0.993993
6206.9558  0.995051
6206.9682  0.996149
6206.9806  0.997271
6206.9931  0.998207
6207.0055  0.998779
6207.0179  0.999309
6207.0303  0.999156
6207.0427  0.999002
6207.0551  0.998249
6207.0675  0.995982
6207.0800  0.991873
6207.0924  0.983726
6207.1048  0.970722
6207.1172  0.953902
6207.1296  0.934653
6207.1420  0.916970
6207.1544  0.903281
6207.1669  0.893476
6207.1793  0.883202
6207.1917  0.864799
6207.2041  0.831127
6207.2165  0.780314
6207.2289  0.718653
6207.2413  0.659175
6207.2538  0.614785
6207.2662  0.594674
6207.2786  0.603173
6207.2910  0.641162
6207.3034  0.704350
6207.3158  0.782091
6207.3282  0.857926
6207.3407  0.918653
6207.3531  0.957860
6207.3655  0.979069
6207.3779  0.989432
6207.3903  0.993966
6207.4027  0.995714
6207.4152  0.996124
6207.4276  0.995720
6207.4400  0.995101
6207.4524  0.994526
6207.4648  0.994000
6207.4772  0.993852
6207.4896  0.994411
6207.5021  0.995374
6207.5145  0.996402
6207.5269  0.997436
6207.5393  0.998079
6207.5517  0.998356
6207.5641  0.998184
6207.5765  0.998012
6207.5890  0.997627
6207.6014  0.996982
6207.6138  0.996337
6207.6262  0.995699
6207.6386  0.995070
6207.6510  0.994440
6207.6635  0.993926
6207.6759  0.993532
6207.6883  0.993138
6207.7007  0.993270
6207.7131  0.994015
6207.7255  0.995139
6207.7379  0.996356
6207.7504  0.997475
6207.7628  0.998390
6207.7752  0.998841
6207.7876  0.999292
6207.8000  0.999543
6207.8124  0.999556
6207.8249  0.999569
6207.8373  0.999527
6207.8497  0.999469
6207.8621  0.999347
6207.8745  0.998649
6207.8869  0.997951
6207.8993  0.996871
6207.9118  0.995271
6207.9242  0.993670
6207.9366  0.991917
6207.9490  0.990113
6207.9614  0.988371
6207.9738  0.987485
6207.9863  0.986891
6207.9987  0.987472
6208.0111  0.988555
6208.0235  0.990658
6208.0359  0.992754
6208.0483  0.994843
6208.0608  0.996077
6208.0732  0.996871
6208.0856  0.995909
6208.0980  0.994580
6208.1104  0.989310
6208.1228  0.978193
6208.1353  0.956841
6208.1477  0.922019
6208.1601  0.874321
6208.1725  0.820281
6208.1849  0.771095
6208.1973  0.736789
6208.2098  0.723168
6208.2222  0.733326
6208.2346  0.765467
6208.2470  0.813416
6208.2594  0.867187
6208.2718  0.915071
6208.2843  0.950212
6208.2967  0.971513
6208.3091  0.981852
6208.3215  0.986430
6208.3339  0.988291
6208.3463  0.989772
6208.3588  0.990854
6208.3712  0.991684
6208.3836  0.992133
6208.3960  0.991799
6208.4084  0.990434
6208.4208  0.987513
6208.4333  0.982456
6208.4457  0.973415
6208.4581  0.959025
6208.4705  0.938127
6208.4829  0.910878
6208.4953  0.879665
6208.5078  0.848793
6208.5202  0.823515
6208.5326  0.808015
6208.5450  0.804671
6208.5574  0.813879
6208.5698  0.834017
6208.5823  0.861666
6208.5947  0.892330
6208.6071  0.921252
6208.6195  0.945763
6208.6319  0.963868
6208.6443  0.976587
6208.6568  0.984545
6208.6692  0.989173
6208.6816  0.992382
6208.6940  0.994240
6208.7064  0.995335
6208.7188  0.996124
6208.7313  0.996648
6208.7437  0.996864
6208.7561  0.997079
6208.7685  0.997294
6208.7809  0.997510
6208.7934  0.997725
6208.8058  0.997488
6208.8182  0.997192
6208.8306  0.996896
6208.8430  0.996601
6208.8554  0.996305
6208.8679  0.996410
6208.8803  0.996862
6208.8927  0.997314
6208.9051  0.997663
6208.9175  0.997811
6208.9299  0.997958
6208.9424  0.997979
6208.9548  0.997205
6208.9672  0.996116
6208.9796  0.994756
6208.9920  0.993368
6209.0045  0.992242
6209.0169  0.991630
6209.0293  0.991911
6209.0417  0.992773
6209.0541  0.994144
6209.0665  0.995669
6209.0790  0.997010
6209.0914  0.998088
6209.1038  0.998595
6209.1162  0.999102
6209.1286  0.999454
6209.1411  0.999538
6209.1535  0.999621
6209.1659  0.999663
6209.1783  0.999675
6209.1907  0.999687
6209.2031  0.999699
6209.2156  0.999711
6209.2280  0.999723
6209.2404  0.999653
6209.2528  0.999582
6209.2652  0.999511
6209.2777  0.999440
6209.2901  0.999369
6209.3025  0.999098
6209.3149  0.998538
6209.3273  0.997567
6209.3398  0.996269
6209.3522  0.994490
6209.3646  0.992506
6209.3770  0.990512
6209.3894  0.988517
6209.4018  0.987518
6209.4143  0.986835
6209.4267  0.987341
6209.4391  0.988348
6209.4515  0.990176
6209.4639  0.992341
6209.4764  0.994529
6209.4888  0.996369
6209.5012  0.997537
6209.5136  0.998576
6209.5260  0.999193
6209.5385  0.999458
6209.5509  0.999634
6209.5633  0.999547
6209.5757  0.999460
6209.5881  0.998934
6209.6005  0.998392
6209.6130  0.997347
6209.6254  0.995523
6209.6378  0.992590
6209.6502  0.988101
6209.6626  0.981717
6209.6751  0.973562
6209.6875  0.964836
6209.6999  0.957722
6209.7123  0.954236
6209.7247  0.955580
6209.7372  0.960920
6209.7496  0.969110
6209.7620  0.977701
6209.7744  0.985262
6209.7868  0.991002
6209.7993  0.994709
6209.8117  0.996777
6209.8241  0.998486
6209.8365  0.999028
6209.8489  0.999445
6209.8614  0.999381
6209.8738  0.999251
6209.8862  0.998805
6209.8986  0.998334
6209.9110  0.997707
6209.9235  0.997112
6209.9359  0.996775
6209.9483  0.996496
6209.9607  0.996901
6209.9731  0.997306
6209.9856  0.997851
6209.9980  0.998469
6210.0104  0.999020
6210.0228  0.999343
6210.0352  0.999667
6210.0477  0.999785
6210.0601  0.999853
6210.0725  0.999809
6210.0849  0.999576
6210.0973  0.999343
6210.1098  0.999110
6210.1222  0.998877
6210.1346  0.998461
6210.1470  0.997876
6210.1594  0.997291
6210.1719  0.996706
6210.1843  0.996121
6210.1967  0.996170
6210.2091  0.996533
6210.2215  0.997204
6210.2340  0.997936
6210.2464  0.998525
6210.2588  0.999034
6210.2712  0.999149
6210.2836  0.999022
6210.2961  0.998415
6210.3085  0.997298
6210.3209  0.995681
6210.3333  0.993636
6210.3457  0.991365
6210.3582  0.989477
6210.3706  0.988487
6210.3830  0.989276
6210.3954  0.990614
6210.4078  0.992617
6210.4203  0.994908
6210.4327  0.996609
6210.4451  0.998155
6210.4575  0.998693
6210.4700  0.999101
6210.4824  0.998596
6210.4948  0.998007
6210.5072  0.996588
6210.5196  0.995082
6210.5321  0.993152
6210.5445  0.991162
6210.5569  0.988999
6210.5693  0.986279
6210.5817  0.981189
6210.5942  0.972297
6210.6066  0.956295
6210.6190  0.933313
6210.6314  0.906772
6210.6438  0.882818
6210.6563  0.868079
6210.6687  0.866637
6210.6811  0.879741
6210.6935  0.903259
6210.7060  0.931069
6210.7184  0.956698
6210.7308  0.976003
6210.7432  0.988219
6210.7556  0.994842
6210.7681  0.997699
6210.7805  0.998070
6210.7929  0.998305
6210.8053  0.997153
6210.8178  0.995772
6210.8302  0.993767
6210.8426  0.991618
6210.8550  0.990244
6210.8674  0.989104
6210.8799  0.989483
6210.8923  0.990546
6210.9047  0.992651
6210.9171  0.994690
6210.9295  0.996647
6210.9420  0.997941
6210.9544  0.998934
6210.9668  0.999232
6210.9792  0.999529
6210.9917  0.999826
6211.0041  0.999867
6211.0165  0.999879
6211.0289  0.999892
6211.0413  0.999887
6211.0538  0.999871
6211.0662  0.999856
6211.0786  0.999697
6211.0910  0.999275
6211.1035  0.998853
6211.1159  0.998305
6211.1283  0.996312
6211.1407  0.993483
6211.1531  0.989606
6211.1656  0.985058
6211.1780  0.980942
6211.1904  0.978549
6211.2028  0.978977
6211.2153  0.981205
6211.2277  0.985462
6211.2401  0.989894
6211.2525  0.993755
6211.2649  0.996733
6211.2774  0.998311
6211.2898  0.999180
6211.3022  0.999630
6211.3146  0.999811
6211.3271  0.999849
6211.3395  0.999812
6211.3519  0.999734
6211.3643  0.999656
6211.3767  0.999098
6211.3892  0.998501
6211.4016  0.997752
6211.4140  0.996408
6211.4264  0.994773
6211.4389  0.993184
6211.4513  0.991808
6211.4637  0.991184
6211.4761  0.991685
6211.4886  0.992543
6211.5010  0.993986
6211.5134  0.995653
6211.5258  0.997008
6211.5382  0.998221
6211.5507  0.998939
6211.5631  0.999393
6211.5755  0.999423
6211.5879  0.999191
6211.6004  0.998958
6211.6128  0.998726
6211.6252  0.998297
6211.6376  0.997705
6211.6501  0.997113
6211.6625  0.996521
6211.6749  0.996472
6211.6873  0.997022
6211.6997  0.997573
6211.7122  0.998116
6211.7246  0.998645
6211.7370  0.999174
6211.7494  0.999606
6211.7619  0.999701
6211.7743  0.999795
6211.7867  0.999881
6211.7991  0.999882
6211.8116  0.999883
6211.8240  0.999883
6211.8364  0.999858
6211.8488  0.999832
6211.8613  0.999805
6211.8737  0.999492
6211.8861  0.999125
6211.8985  0.998758
6211.9110  0.997852
6211.9234  0.996638
6211.9358  0.994894
6211.9482  0.993144
6211.9606  0.991415
6211.9731  0.990508
6211.9855  0.990096
6211.9979  0.990482
6212.0103  0.991093
6212.0228  0.990874
6212.0352  0.988915
6212.0476  0.984828
6212.0600  0.978857
6212.0725  0.971984
6212.0849  0.965835
6212.0973  0.962471
6212.1097  0.963039
6212.1222  0.966117
6212.1346  0.970038
6212.1470  0.973100
6212.1594  0.974116
6212.1719  0.972683
6212.1843  0.969733
6212.1967  0.967142
6212.2091  0.966798
6212.2216  0.969883
6212.2340  0.974504
6212.2464  0.980861
6212.2588  0.987073
6212.2713  0.991831
6212.2837  0.994784
6212.2961  0.995575
6212.3085  0.995548
6212.3210  0.994561
6212.3334  0.993302
6212.3458  0.992279
6212.3582  0.991674
6212.3706  0.992183
6212.3831  0.993152
6212.3955  0.994552
6212.4079  0.996063
6212.4203  0.997365
6212.4328  0.998429
6212.4452  0.998846
6212.4576  0.999263
6212.4700  0.999629
6212.4825  0.999671
6212.4949  0.999714
6212.5073  0.999724
6212.5197  0.999614
6212.5322  0.999504
6212.5446  0.999393
6212.5570  0.999283
6212.5694  0.999173
6212.5819  0.998907
6212.5943  0.998381
6212.6067  0.997856
6212.6191  0.997330
6212.6316  0.996804
6212.6440  0.996279
6212.6564  0.996222
6212.6689  0.996576
6212.6813  0.997090
6212.6937  0.997751
6212.7061  0.998323
6212.7186  0.998810
6212.7310  0.999152
6212.7434  0.999346
6212.7558  0.999454
6212.7683  0.999468
6212.7807  0.999483
6212.7931  0.999497
6212.8055  0.999495
6212.8180  0.999475
6212.8304  0.999454
6212.8428  0.999433
6212.8552  0.999409
6212.8677  0.999382
6212.8801  0.999354
6212.8925  0.999327
6212.9049  0.999293
6212.9174  0.999251
6212.9298  0.999209
6212.9422  0.999167
6212.9546  0.999051
6212.9671  0.998812
6212.9795  0.998574
6212.9919  0.998335
6213.0043  0.997865
6213.0168  0.996968
6213.0292  0.996071
6213.0416  0.995174
6213.0540  0.994263
6213.0665  0.993323
6213.0789  0.992458
6213.0913  0.991636
6213.1038  0.991339
6213.1162  0.991333
6213.1286  0.991695
6213.1410  0.992449
6213.1535  0.993308
6213.1659  0.994109
6213.1783  0.994698
6213.1907  0.994801
6213.2032  0.994587
6213.2156  0.993767
6213.2280  0.992435
6213.2404  0.990766
6213.2529  0.988618
6213.2653  0.985887
6213.2777  0.982671
6213.2901  0.975856
6213.3026  0.958853
6213.3150  0.912387
6213.3274  0.802936
6213.3399  0.613348
6213.3523  0.407149
6213.3647  0.275559
6213.3771  0.215094
6213.3896  0.184716
6213.4020  0.166864
6213.4144  0.156892
6213.4268  0.153067
6213.4393  0.154907
6213.4517  0.162674
6213.4641  0.177419
6213.4766  0.202383
6213.4890  0.248786
6213.5014  0.350664
6213.5138  0.538059
6213.5263  0.746279
6213.5387  0.885909
6213.5511  0.951054
6213.5635  0.975976
6213.5760  0.985641
6213.5884  0.989909
6213.6008  0.992161
6213.6132  0.993473
6213.6257  0.994568
6213.6381  0.995309
6213.6505  0.995883
6213.6630  0.996372
6213.6754  0.996724
6213.6878  0.997040
6213.7002  0.997254
6213.7127  0.997469
6213.7251  0.997684
6213.7375  0.997171
6213.7499  0.996448
6213.7624  0.995724
6213.7748  0.993937
6213.7872  0.988508
6213.7997  0.978978
6213.8121  0.963543
6213.8245  0.943179
6213.8369  0.921242
6213.8494  0.903107
6213.8618  0.893884
6213.8742  0.896665
6213.8867  0.910485
6213.8991  0.931198
6213.9115  0.953038
6213.9239  0.971754
6213.9364  0.984755
